-0.102555126,0.7395668,-0.8434122,-0.60492045,0.44045633,0.2751205,-0.13178337,-0.2414394,1.0261502,-0.84781814,0.19045763,0.3600441,0.082007594,0.017475575,0.3270711,0.50283116,-0.20567617,0.31032613,0.89778477,0.8675693,-0.38550657,0.72463787,0.5058209,0.06440462,-0.4174959,0.011310747,-0.65363747,0.48189166,0.6682923,-0.19191769,-1.072421,0.102141604,-0.35902807,0.49899137,0.9528472,0.3807406,0.110767365,-0.36065614,0.24145065,0.7482183,0.09377332,0.117865324,0.28212646,0.34121868,-0.9993826,0.17008267,-0.48783785,1.3000994,0.41003793,0.70377034,-0.41890213,1.0491482,-0.9710324,-0.82637316,0.38192496,-1.0909429,0.7844848,0.45828128,-0.35815564,0.00974006,-0.47938547,0.46145514,0.9501876,-0.10764196,-0.25685894,-0.038501978,0.45837682,-1.6390221,0.43530107,-1.3230714,0.4301152,-0.3639429,-0.26278383,0.42466387,-0.030107051,-0.13670856,0.07288596,0.26440403,0.014732954,0.3413179,-0.034737904,-0.2590468,0.24002624,0.46856737,0.57762355,0.44169772,0.20635644,-0.061913513,-0.6734125,0.88045734,0.30400544,0.17124872,0.33552402,0.6664034,-0.12889446,-0.6060252,0.33816594,-0.088167414,0.66255355,-0.6308726
-0.047815155,0.7788795,-0.83304965,-0.61313266,0.4156553,0.27329886,-0.15400313,-0.2435361,1.0029188,-0.8624878,0.19426171,0.41513067,0.05771868,0.0055666007,0.33768046,0.49414495,-0.20072657,0.26656052,0.93607795,0.87155426,-0.40589526,0.7141086,0.46269697,0.05538693,-0.3831945,0.010899229,-0.6759165,0.49285123,0.68587583,-0.20681322,-1.0920645,0.08827822,-0.35347524,0.4534267,0.9307697,0.36064172,0.11476897,-0.362261,0.2361051,0.748372,0.08265787,0.09218794,0.25147414,0.35098085,-1.006174,0.1764246,-0.49487412,1.2842966,0.42543212,0.7440119,-0.40885544,1.1113961,-0.98624235,-0.83170485,0.3537749,-1.1005101,0.77233547,0.46292278,-0.35760617,0.00826189,-0.44661066,0.44135597,0.9561119,-0.12104867,-0.21512294,-0.05960001,0.46810323,-1.6478839,0.46914393,-1.3249515,0.44715625,-0.33279547,-0.2503102,0.43126202,-0.015327947,-0.14024438,0.07708683,0.23710048,0.0113216555,0.34112343,0.0076441867,-0.26670656,0.20046957,0.46762535,0.5922281,0.4352912,0.22778228,-0.07503196,-0.65127736,0.87097806,0.31080517,0.19893064,0.37450826,0.6700639,-0.14550695,-0.5851116,0.33436552,-0.110038474,0.6034645,-0.66414493
-0.12169089,0.76526356,-0.85019505,-0.64574194,0.42438444,0.28560027,-0.13660248,-0.27411526,1.0534838,-0.8852935,0.19468787,0.35283482,0.10243859,-0.0020738374,0.35098398,0.5241073,-0.22205503,0.3369256,0.9267121,0.89465666,-0.41429442,0.74689585,0.5140422,0.05742827,-0.42023468,0.030642055,-0.6515486,0.50037175,0.69833267,-0.20885523,-1.1157401,0.09658581,-0.3718264,0.5125592,1.0075368,0.36435804,0.116589874,-0.3691727,0.25620678,0.75870717,0.124295,0.14195305,0.28349358,0.34296536,-1.0205775,0.18247922,-0.51557326,1.3392344,0.42711744,0.72395575,-0.43259537,1.0817951,-1.0159565,-0.83376557,0.39358166,-1.1062928,0.8165815,0.46659017,-0.36399058,0.015715845,-0.5300462,0.47903305,0.9753956,-0.09964639,-0.27941978,-0.035656564,0.48738968,-1.6935837,0.44675985,-1.3530717,0.41993722,-0.36691317,-0.27669212,0.43990758,-0.017819714,-0.1494562,0.10113009,0.2860571,0.024492025,0.35800606,-0.040173557,-0.27751273,0.24400462,0.49938396,0.5803648,0.47352362,0.21371114,-0.046175912,-0.698991,0.89688337,0.32871372,0.1571424,0.3467249,0.6750975,-0.14994916,-0.6282997,0.3636704,-0.0858071,0.677079,-0.66243464
-0.05989431,0.9367301,-1.0135927,-0.73071563,0.46993154,0.30284894,-0.20581682,-0.2785384,1.2202617,-1.0342542,0.24923849,0.4687944,0.09345754,-0.010584978,0.410853,0.60552186,-0.22910142,0.33257785,1.1164224,1.0517355,-0.50286585,0.8247802,0.58821815,0.02252794,-0.4524978,0.028219122,-0.84925884,0.60534275,0.8353144,-0.25618386,-1.3433479,0.08513154,-0.43522084,0.52710915,1.1249726,0.4280755,0.17107181,-0.41575253,0.2914048,0.94508964,0.08735107,0.108643696,0.33371016,0.3872479,-1.2019283,0.19387916,-0.536735,1.5693412,0.49637043,0.8812321,-0.5296429,1.325838,-1.1452899,-0.997047,0.4525756,-1.3226582,0.91948384,0.5792592,-0.3909916,-0.008949117,-0.5230176,0.4946786,1.1187657,-0.13405053,-0.23104736,-0.080868125,0.54261786,-1.9587374,0.5580826,-1.612662,0.49859652,-0.36545837,-0.29676798,0.4939658,-0.027087394,-0.17357092,0.11592621,0.29232067,-0.031781536,0.39467475,0.02384564,-0.28629962,0.23958845,0.5684005,0.6942077,0.55074525,0.2235873,-0.06118069,-0.82472694,1.0147295,0.32709002,0.2778069,0.43104303,0.8476067,-0.19500344,-0.7081516,0.38004717,-0.12667374,0.7201431,-0.7867625
-0.07147587,1.0244749,-1.1071622,-0.8028636,0.51090795,0.32407212,-0.22206923,-0.303485,1.3557384,-1.1374581,0.27760884,0.5111396,0.11920985,-0.019872619,0.45236266,0.653474,-0.2505723,0.357209,1.2175468,1.1450913,-0.56534034,0.9020772,0.65700424,0.020712461,-0.50399077,0.02363811,-0.93510413,0.65884715,0.92012215,-0.28674614,-1.4697164,0.089374214,-0.4866253,0.58411515,1.2506907,0.46227852,0.1864711,-0.4464103,0.33309662,1.0297946,0.101673655,0.1272071,0.37689412,0.41654232,-1.3142046,0.2090408,-0.59435636,1.7080003,0.5445733,0.95367473,-0.5819492,1.4555362,-1.2569689,-1.0828023,0.48874438,-1.4409437,1.0078658,0.62513876,-0.41855213,-0.023199946,-0.5720069,0.552973,1.2313625,-0.15764622,-0.25597787,-0.08866812,0.60151815,-2.1410797,0.5990595,-1.7582467,0.5404821,-0.40016705,-0.32205293,0.54092556,-0.028402608,-0.19063322,0.12493174,0.32687187,-0.01300773,0.42599648,0.012814563,-0.3310796,0.26403686,0.61804354,0.750117,0.58585584,0.2549405,-0.07829232,-0.92040956,1.1081481,0.36007705,0.29578036,0.4768006,0.9409559,-0.20490916,-0.7661948,0.4190916,-0.13311136,0.802068,-0.85745513
-0.08663242,1.0216829,-1.1241966,-0.7908166,0.5496254,0.35761067,-0.20151153,-0.28805372,1.3412019,-1.1081372,0.27060044,0.5313569,0.07624548,0.0015786472,0.4502583,0.6737249,-0.27033216,0.3865298,1.2022222,1.1460693,-0.52553856,0.9295436,0.63914555,0.052903123,-0.51612335,0.028027225,-0.919397,0.6760075,0.89197546,-0.2589816,-1.4436729,0.105589464,-0.4562203,0.599142,1.2154502,0.47928306,0.15066205,-0.46840784,0.29319108,1.04487,0.09493254,0.14491959,0.36656466,0.4527413,-1.3481113,0.21815886,-0.6104815,1.7190526,0.55578387,0.9599372,-0.5383742,1.4515021,-1.2696648,-1.1044617,0.50678974,-1.4622824,1.0365556,0.6271776,-0.44322515,-0.0015150374,-0.5654463,0.56491464,1.2449135,-0.14507344,-0.28939962,-0.082056805,0.58648187,-2.1984785,0.61877155,-1.7680225,0.56865126,-0.43034852,-0.32830778,0.53253525,-0.031866316,-0.17974588,0.110535055,0.31510788,-0.027291704,0.46175313,0.0009924602,-0.3358617,0.30109844,0.62952775,0.7902094,0.625918,0.26262045,-0.05757749,-0.87113047,1.1468948,0.36957398,0.28345084,0.4467089,0.9096972,-0.19676964,-0.7891369,0.43002772,-0.1359483,0.8156075,-0.8597963
-0.112643115,0.9435006,-1.0128814,-0.73407775,0.49851653,0.32234094,-0.19680138,-0.30456668,1.2799413,-1.0713485,0.23035546,0.44482344,0.12658897,0.004284921,0.399498,0.6153606,-0.23243785,0.35472053,1.1109123,1.0607567,-0.5146662,0.86132544,0.62368643,0.040785745,-0.48999834,0.03144615,-0.84276253,0.593523,0.8626675,-0.25967002,-1.3354044,0.09447856,-0.4647906,0.57632,1.183375,0.45476976,0.1556077,-0.4327529,0.3231521,0.9424069,0.12626891,0.1285715,0.3474394,0.38899186,-1.2185067,0.20052339,-0.5827901,1.5771254,0.510094,0.8642474,-0.5478413,1.3174709,-1.1837403,-1.0002989,0.4528936,-1.3347949,0.9516436,0.5699813,-0.40940535,-0.016938057,-0.58540475,0.5356517,1.1542774,-0.14048664,-0.27191043,-0.0662551,0.5826609,-1.9883738,0.5446005,-1.6272568,0.5075634,-0.4057722,-0.2997282,0.51528305,-0.0308913,-0.16980937,0.11680152,0.33190614,0.004071286,0.39562297,-0.019455906,-0.33198336,0.26858053,0.5734638,0.6807322,0.5190532,0.26200145,-0.0709808,-0.8557266,1.0467024,0.351598,0.23127188,0.4316602,0.8600408,-0.17388695,-0.72946656,0.4023562,-0.10410263,0.79008526,-0.790855
-0.101302646,0.82745194,-0.9178514,-0.64227176,0.47579053,0.29497,-0.15870196,-0.26585183,1.1566184,-0.95086104,0.2203037,0.39730388,0.096258156,0.011268308,0.37363213,0.52459204,-0.21531636,0.3122941,0.9989993,0.9556639,-0.46028784,0.74905264,0.5512339,0.042898662,-0.45854557,0.03065024,-0.7577523,0.51642257,0.76179886,-0.23514442,-1.2018478,0.110845864,-0.40381533,0.52960765,1.0461262,0.4225638,0.13747734,-0.3722646,0.27242628,0.8258033,0.11269317,0.10446369,0.3186783,0.35983667,-1.0959898,0.15443273,-0.5214391,1.4160633,0.4613409,0.7446002,-0.49997628,1.1606175,-1.0509374,-0.89313453,0.4162599,-1.1949378,0.8661043,0.51633775,-0.35234392,-0.02320255,-0.51909745,0.50593483,1.0575639,-0.1176999,-0.24080902,-0.04755385,0.5142556,-1.7545367,0.4657564,-1.4555868,0.44436988,-0.3824273,-0.28093672,0.46983948,-0.032860827,-0.16847053,0.06766505,0.28827897,0.016630031,0.34592754,-0.016747648,-0.3053601,0.24900676,0.5054766,0.6022717,0.4653725,0.24539983,-0.061717324,-0.76536286,0.94039,0.3315118,0.17433096,0.36089036,0.7812949,-0.13533083,-0.6554249,0.3792298,-0.089473695,0.7327814,-0.699371
-0.053818464,0.99205315,-1.1030992,-0.7441661,0.54322463,0.35049084,-0.19716968,-0.2456006,1.2804029,-1.0470971,0.26793346,0.5319071,0.04327354,0.009280398,0.45852515,0.64744574,-0.26729503,0.35398868,1.1623082,1.1102877,-0.49702176,0.8832749,0.6166462,0.03518514,-0.49798852,0.013878467,-0.9246256,0.67731774,0.8450026,-0.24846224,-1.4103311,0.110813186,-0.4210875,0.5736173,1.1338952,0.4695277,0.14724855,-0.4391574,0.25746906,1.0337931,0.06828659,0.11467416,0.37300155,0.44406694,-1.332072,0.19959493,-0.5607578,1.6848346,0.5532023,0.9361487,-0.5214494,1.4211959,-1.1966249,-1.0805312,0.49695572,-1.436039,1.0038251,0.6203399,-0.4265751,-0.0015289187,-0.5078271,0.5343259,1.2014976,-0.1398633,-0.25557843,-0.07624247,0.5387807,-2.13125,0.6133061,-1.7315879,0.54264843,-0.41189587,-0.32605082,0.5050922,-0.03016625,-0.18003795,0.08918725,0.26360157,-0.03859878,0.4487088,0.029468985,-0.313429,0.29751742,0.5942559,0.7731861,0.631252,0.22552192,-0.044809423,-0.8269478,1.1141617,0.34808144,0.3054914,0.4220377,0.88585645,-0.19519942,-0.7483197,0.4080068,-0.14585806,0.78263533,-0.838097
-0.11339886,1.0086118,-1.092516,-0.8049196,0.53517413,0.36175433,-0.20606545,-0.32829443,1.340852,-1.1478533,0.23322535,0.4841096,0.12116049,0.010290062,0.4191626,0.67378396,-0.25073338,0.39800298,1.1852041,1.1202894,-0.52509105,0.93177396,0.6671398,0.05401033,-0.5128062,0.01032549,-0.8735051,0.65901655,0.9084998,-0.25737843,-1.4352726,0.11063242,-0.48480785,0.63009286,1.2591096,0.46629906,0.1827069,-0.46733952,0.33902434,0.99344057,0.109800436,0.13849303,0.36658168,0.41489497,-1.2849334,0.20959489,-0.6260649,1.6757622,0.5267208,0.9438654,-0.55716735,1.420991,-1.2610959,-1.0728972,0.4764869,-1.4250642,1.0052166,0.59334224,-0.465411,-0.012424444,-0.6135078,0.577874,1.2179143,-0.16788974,-0.28269252,-0.063214004,0.5981018,-2.1436396,0.5831029,-1.736167,0.55867547,-0.43687585,-0.31884125,0.56073105,-0.028347153,-0.17242791,0.12064979,0.33543012,0.0136520015,0.43979722,-0.0341015,-0.34096634,0.28926298,0.6084969,0.74173015,0.5487648,0.2706007,-0.08242411,-0.9044455,1.148831,0.385394,0.2532672,0.46403596,0.90915465,-0.16684262,-0.7840616,0.43214396,-0.11451873,0.83360267,-0.8460383
